f_id,f_ori_name,f_eng_name,sci_name,langual,foodexcode,mainlevelcode,codlevel1,namelevel1,codsublevel,codlevel2,namelevel2,f_des_esp,f_des_ing,photo,edible_portion,f_origen,ALC,ALC_unit,ENERC,ENERC_unit,FAT,FAT_unit,PROT,PROT_unit,WATER,WATER_unit,CHO,CHO_unit,FIBT,FIBT_unit,STARCH,STARCH_unit,SUCS,SUCS_unit,SUGAR,SUGAR_unit,CHORL,CHORL_unit,F12:0,F12:0_unit,F14:0,F14:0_unit,F16:0,F16:0_unit,F18:0,F18:0_unit,F18:1CN9,F18:1CN9_unit,F18:2,F18:2_unit,F18:3,F18:3_unit,F20:4N6,F20:4N6_unit,F20:5,F20:5_unit,F22:6N3,F22:6N3_unit,FAMS,FAMS_unit,FAPU,FAPU_unit,FASAT,FASAT_unit,FATRS,FATRS_unit,BIOT,BIOT_unit,FOL,FOL_unit,NIAEQ,NIAEQ_unit,PANTAC,PANTAC_unit,RIBF,RIBF_unit,THIA,THIA_unit,VITA,VITA_unit,VITB12,VITB12_unit,VITB6,VITB6_unit,VITC,VITC_unit,VITD,VITD_unit,VITE,VITE_unit,CA,CA_unit,CU,CU_unit,FE,FE_unit,ID,ID_unit,K,K_unit,MG,MG_unit,NA,NA_unit,P,P_unit,SE,SE_unit,ZN,ZN_unit
2167,Pan de centeno,Rye bread,,A0691 A0729 A0817 A0943 A1240 A1290 B1313 C0165 E0150 F0014 G0005 H0319 H0367 H0752 J0003 K0003 M0159 N0039 P0024 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,921.17,kJ,1,g,6.21,g,40.5,g,45.8,g,6.46,g,,,,g,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.1,g,0.5,g,0.101,g,,,,,16,ug,3.02,mg,,,0.11,mg,0.18,mg,0,ug,0,ug,0.09,mg,0,mg,0,ug,1.1,mg,29,mg,,,2.4,mg,8.5,ug,244,mg,35,mg,523,mg,119,mg,30.9,ug,1.2,mg
2168,Pan de leche,Milk bread,,A0691 A0729 A0817 A0943 A1240 A1290 B1312 C0155 E0150 F0014 G0005 H0184 H0319 H0367 H0752 J0003 K0003 M0159 N0039 P0024 Z0112,A00BT,11,A000J,Grains and grain-based products,30,A009T,Fine bakery wares,,,,1.000000,BEDCA2,0,g,1732.8,kJ,18.3,g,10,g,18,g,52.1,g,2.3,g,,,,,,,,mg,,,,,,,,,,,,,,,,,,,,,,g,,g,4.4,g,,,,,,ug,,mg,,,,mg,,mg,,ug,,ug,,mg,,mg,,ug,,mg,128,mg,,,,mg,,ug,,mg,,mg,174,mg,,mg,,ug,,mg
2169,"Pan integral, sin sal","Whole wheat bread, without salt",,A0691 A0729 A0820 A1240 A1290 B1312 C0165 E0131 F0014 G0005 H0751 J0003 K0003 M0001 N0001 P0024 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,1044.3,kJ,3,g,10.9,g,36.1,g,44,g,6,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,1.4,g,0.8,g,0.7,g,,,,,37,ug,6.67,mg,,,0.33,mg,0.35,mg,0,ug,0.08,ug,0.32,mg,0.3,mg,0,ug,0.66,mg,99,mg,,,3.77,mg,5,ug,222,mg,58,mg,3,mg,191,mg,32.1,ug,1.38,mg
2170,"Pan integral, tostado","Whole bread, toasted",,A0178 A0458 A0632 A0662 A0695 A0729 A0817 B1312 C0133 E0147 F0014 G0005 G0010 H0256 J0003 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0113,,,,,,,,,,./foodimages/3281885148_83afa1b358.jpg,1.000000,BEDCA2,0,g,1118.8,kJ,2.9,g,10.8,g,28.9,g,48.7,g,8.7,g,46.4,g,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.6,g,1.12,g,0.6,g,,,,,46,ug,6.9,mg,,,0.1,mg,0.34,mg,0,ug,0,ug,0.14,mg,0,mg,0,ug,0.2,mg,63,mg,,,3.2,mg,,ug,270,mg,89,mg,640,mg,230,mg,41,ug,2.1,mg
2171,Pan rallado,Breadcrumbs,,A0457 A0691 A0729 A0817 A0943 A1240 A1290 B1312 C0155 E0106 F0014 G0005 H0180 H0753 J0116 K0001 M0172 N0036 P0024 Z0112,A007A,11,A000J,Grains and grain-based products,26,A004V,Bread and similar products,,,,1.000000,BEDCA2,0,g,1078.69,kJ,1.6,g,8.47,g,34.9,g,51.5,g,3.5,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.28,g,0.34,g,0.39,g,,,,,23,ug,2.98,mg,,,0.06,mg,0.086,mg,0,ug,0,ug,0.06,mg,0,mg,0,ug,,mg,56,mg,,,1.6,mg,4.7,ug,110,mg,25.1,mg,540,mg,91,mg,28,ug,0.61,mg
2173,Pan tostado integral,"Whole wheat bread, toast",,A0691 A0729 A0818 A0946 A1240 A1290 B1219 C0158 E0136 F0014 G0010 H0263 H0367 H0749 H0753 H0754 J0003 K0004 M0156 M0166 M0213 N0036 N0039 P0024 R0001 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,1270.6,kJ,2.5,g,10.1,g,23.7,g,59.2,g,4.5,g,55.1,g,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.6,g,0.9,g,0.6,g,,,,,46,ug,3.4,mg,,,0.15,mg,0.23,mg,0,ug,0,ug,0.09,mg,0,mg,0,ug,0.2,mg,85,mg,,,3.2,mg,,ug,100,mg,28,mg,640,mg,100,mg,33.6,ug,0.6,mg
2174,"Pan, tipo hamburguesa",Burguer bread,,A0691 A0729 A0820 A1240 A1290 B1312 C0155 E0131 F0014 G0003 H0136 H0367 H0751 J0003 K0003 M0172 N0036 P0188 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,1109.58,kJ,4.7,g,7.54,g,36.2,g,47.5,g,4.1,g,,,,g,,,0,mg,,,,,,,,,,,,,,,,,,,,,1.4,g,1.3082,g,1,g,,,,,26,ug,2.49,mg,,,0.14,mg,0.32,mg,0.01,ug,0.91,ug,0.1,mg,0,mg,0,ug,0.26,mg,210.5,mg,,,2.3,mg,2.6,ug,110,mg,34.03,mg,550,mg,150,mg,28,ug,1.84,mg
2175,Pastas de te,Tea cookie,,A0457 A0695 A0729 A0821 A0936 A1240 A1290 B1324 C0155 E0147 F0014 G0005 H0158 H0271 J0003 K0003 M0001 N0001 P0024 R0212 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,1449.5,kJ,8.3,g,8.9,g,27,g,58.3,g,,g,,,,,,,20,mg,1.33,g,0.622,g,6.945,g,2.331,g,9.099,g,1.984,g,0.082,g,,,,,,,,g,1.29,g,,g,0.235,g,,,40,ug,3.8,mg,,,0.17,mg,0.2,mg,,ug,,ug,0.06,mg,,mg,0,ug,,mg,98,mg,,,2.9,mg,,ug,240,mg,32,mg,300,mg,110,mg,,ug,0.8,mg
2176,Rosquilla,Ring-shaped pastry,,A0248 A0456 A0695 A0733 A0821 A0951 A1240 B1312 C0155 E0147 F0014 G0005 H0158 H0184 H0186 H0221 J0003 K0003 M0001 N0001 P0024 R0212 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,1459.1,kJ,13.2,g,7.8,g,27,g,49.3,g,2.7,g,,,,,,,41,mg,,,,,,,,,,,,,,,,,,,,,3.9,g,0.8,g,7.9,g,,,,,39,ug,3.18,mg,,,0.16,mg,0.2,mg,76,ug,0.24,ug,0.12,mg,0,mg,0.42,ug,0.67,mg,93,mg,,,2.72,mg,15,ug,90,mg,11,mg,281,mg,150,mg,9.1,ug,0.3,mg
2177,Salvado de trigo,"Wheat, bran",,A0693 A0729 A0813 A0969 A1240 A1290 B1312 C0288 E0150 F0001 G0003 H0138 H0318 J0116 M0159 N0039 P0024 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,790.84,kJ,4.25,g,15.55,g,9.9,g,21.72,g,42.8,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.637,g,2.212,g,0.63,g,,,,,79,ug,18.28,mg,,,0.577,mg,0.523,mg,0,ug,0,ug,1.303,mg,0,mg,0,ug,2.32,mg,73,mg,,,10.57,mg,0,ug,1182,mg,611,mg,2,mg,1013,mg,77.6,ug,7.27,mg
2178,Semilla de lino,"Flax, seeds",,A0693 A0729 A0812 A0969 A1240 A1290 B1700 C0155 E0150 F0001 G0003 H0003 M0001 N0001 P0024 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,2361.81,kJ,42.16,g,18.29,g,6.96,g,28.88,g,27.3,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,7.527,g,28.73,g,3.663,g,,,,,87,ug,3.08,mg,,,0.161,mg,1.644,mg,0,ug,0,ug,0.473,mg,0.6,mg,0,ug,0.31,mg,255,mg,,,5.73,mg,,ug,813,mg,392,mg,30,mg,642,mg,25.4,ug,4.34,mg
2180,Torta de aceite,Oil cake,,A0458 A0693 A0729 A0970 A1240 A1271 B1312 C0158 E0147 F0014 G0005 H0158 H0229 H0319 H0341 H0367 H0752 K0003 M0172 N0036 P0024 R0212 Z0112,A004Y,11,A000J,Grains and grain-based products,26,A004V,Bread and similar products,,,,1.000000,BEDCA2,0,g,633.5,kJ,6.6,g,1.9,g,70.5,g,21,g,0.2,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,5.3,g,0.4,g,0.9,g,,,,,29.4,ug,2.1,mg,,,0.18,mg,0.07,mg,26.8,ug,0,ug,0.09,mg,0,mg,0.1,ug,1.5,mg,64.9,mg,,,0.6,mg,24,ug,198.2,mg,18.9,mg,200,mg,76.9,mg,13.3,ug,0.8,mg
2181,"Almendra, cruda, con cáscara","Almond, raw, in shell",Prunus dulcis,A0260 A0455 A0629 A0652 A0703 A0730 A0823 B1272 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,,,,,,,,,,./foodimages/1.jpg,0.980000,BEDCA2,0,g,2453.56,kJ,54.1,g,21.22,g,5.65,g,5.36,g,13.5,g,,,,,,,0,mg,0,g,0.03,g,2.98,g,1.08,g,27.3,g,11.06,g,0.05,g,,,,,0.02,g,36.6,g,12.861,g,4.142,g,,,,,45,ug,5.5,mg,,,0.62,mg,0.22,mg,20,ug,0,ug,0.155,mg,0,mg,0,ug,26.15,mg,252,mg,,,4.1,mg,2,ug,835,mg,270,mg,14,mg,454,mg,3.5,ug,3.2,mg
2182,"Almendra, tostada","Almond, toast",,A0455 A0703 A0730 A0824 A1003 A1282 B1272 C0155 E0150 F0014 G0010 H0367 J0003 K0003 M0172 N0036 P0024 R0212 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,2459.91,kJ,52.93,g,22.9,g,1.55,g,6.6,g,13.4,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,33.658,g,12.649,g,4.047,g,,,,,36,ug,5.917,mg,,,0.57,mg,0.13,mg,1,ug,0,ug,0.09,mg,0,mg,0,ug,26.264,mg,240,mg,,,3.1,mg,2,ug,790,mg,270,mg,14,mg,560,mg,1.17,ug,3.3,mg
2183,Altramuz,Lupin,,A0704 A0730 A0831 A1003 A1236 A1282 B1701 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,1661.73,kJ,9.74,g,36.17,g,10.44,g,40.38,g,,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,3.94,g,2.439,g,1.156,g,,,,,335,ug,2.19,mg,,,0.22,mg,0.64,mg,6.9,ug,0,ug,0.357,mg,4.8,mg,0,ug,,mg,176,mg,,,4.36,mg,,ug,1013,mg,198,mg,15,mg,440,mg,8.2,ug,4.75,mg
2184,"Avellana, cruda, con cáscara","Filbert or hazelnut, raw, in shell",Corylus avellana,A0260 A0455 A0629 A0652 A0703 A0730 A0823 B1533 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,,,,,,,,,,./foodimages/avellana%20wikipedia.jpg,0.610000,BEDCA2,0,g,2661.85,kJ,61.6,g,12.009,g,5.26,g,10.5,g,8.22,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,48.07,g,8.609,g,4.074,g,,,,,71,ug,3.833,mg,,,0.21,mg,0.39,mg,4.8,ug,0,ug,0.59,mg,3,mg,0,ug,26.19,mg,226,mg,,,3.8,mg,1.5,ug,636,mg,156,mg,6,mg,333,mg,4.5,ug,2.1,mg
2185,"Cacahuete, crudo, con cáscara","Peanut, raw, in shell",Arachis hypogaea,A0260 A0455 A0629 A0652 A0703 A0730 A0824 B1337 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,,,,,,,,,,,0.710000,BEDCA2,0,g,2265.38,kJ,43.06,g,25.23,g,10.58,g,7.91,g,8.1,g,,,2.95,g,,,0,mg,,,0.01,g,4.06,g,1.23,g,22.26,g,12.72,g,0.35,g,,,0.01,g,0.04,g,23.14,g,13.19,g,6.75,g,,,,,110,ug,18.383,mg,,,0.155,mg,0.9,mg,0.333,ug,0,ug,0.44,mg,0,mg,0,ug,10.94,mg,60,mg,,,2.5,mg,13,ug,670,mg,210,mg,2,mg,430,mg,7.2,ug,3.5,mg
2186,"Cacahuete, tostado, salado","Peanut, toasted, salted",Arachis hypogaea,A0260 A0455 A0629 A0652 A0703 A0730 A0824 B1337 C0155 E0151 F0014 G0010 H0138 H0173 H0233 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,,,,,,,,,,,1.000000,BEDCA2,0,g,2498.2,kJ,53,g,24.5,g,8.5,g,7.1,g,6.9,g,3.2,g,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,24.2,g,16.5,g,9.5,g,,,,,52,ug,18.9,mg,,,0.1,mg,0.18,mg,0,ug,0,ug,0.63,mg,0,mg,0,ug,0.66,mg,37,mg,,,1.3,mg,19,ug,810,mg,180,mg,400,mg,410,mg,4,ug,2.9,mg
2187,"Castaña, cruda",Chestnut,,A0455 A0703 A0730 A0824 A1003 A1282 B1544 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0204,,,,,,,,,,,0.820000,BEDCA2,0,g,746.95,kJ,2.52,g,2.65,g,52,g,36.5,g,6.7,g,,,12.54,g,,,0,mg,,,0,g,0.37,g,0.02,g,0.79,g,1.1,g,0.15,g,,,,,,,0.83,g,1.25,g,0.42,g,,,,,12.42,ug,0.95,mg,,,0.23,mg,0.18,mg,4,ug,0,ug,0.32,mg,17.2,mg,0,ug,1.2,mg,36.53,mg,,,1.58,mg,0.02,ug,500,mg,34.3,mg,11,mg,74,mg,1.8,ug,2.36,mg
2188,Crema de almendras,"Almond, cream",Prunus amygdalus l,A0180 A0463 A0637 A0722 A0735 A0760 A0824 B1272 C0155 E0102 F0014 G0014 G0028 H0148 H0227 H0296 H0367 J0131 K0003 M0151 N0041 P0024 R0212 R0497 Z0109 Z0205,,,,,,,,,,,1.000000,BEDCA2,0,g,1581.5,kJ,13.2,g,4.6,g,22,g,59.7,g,0.5,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,7.6,g,2.1,g,0.9,g,,,,,8,ug,1.14,mg,,,0.1,mg,0.05,mg,0,ug,0,ug,0.02,mg,0,mg,0,ug,5.2,mg,49,mg,,,0.8,mg,0,ug,186,mg,63,mg,3,mg,168,mg,4.2,ug,0.7,mg
2189,Frutos secos,Nuts,,A0455 A0703 A0730 A0824 A1003 A1282 B1213 C0155 E0150 F0014 G0010 H0367 J0003 K0003 M0172 N0036 P0024 R0212 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,2356.7,kJ,51.45,g,1.3,g,1.75,g,25.35,g,9,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,31.395,g,10.768,g,6.899,g,,,,,50,ug,4.7,mg,,,0.2,mg,0.2,mg,1.5,ug,0,ug,0.296,mg,0.4,mg,0,ug,10.94,mg,70,mg,,,3.7,mg,,ug,597,mg,225,mg,669,mg,435,mg,7.5,ug,3.8,mg
2191,"Garbanzo, en conserva","Chickpea, canned",cicer arietinum l,A0152 A0455 A0629 A0680 A0704 A0731 A0831 B1172 C0114 E0150 F0014 G0014 H0148 H0367 J0123 K0017 M0194 N0001 P0024 R0212 R0497 Z0052 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,132.9,kcal,2.9,g,7.2,g,71.7,g,14.12,g,4.1,g,,,0.44,g,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.72,g,1.3,g,0.31,g,,,,,67,ug,1.2,mg,,,0.06,mg,0.13,mg,3.5,ug,0,ug,0.04,mg,,mg,0,ug,1.55,mg,43,mg,,,2.8,mg,1,ug,110,mg,24,mg,220,mg,335,mg,1,ug,1.2,mg
2192,"Garbanzo, hervido","Chickpea, boiled",,A0705 A0731 A0826 A1010 A1227 A1281 B1172 C0155 E0150 F0014 G0014 H0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,1500.6,kJ,2.5,g,8.9,g,59.1,g,18.7,g,13.6,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.6,g,1.2,g,0.3,g,,,,,100,ug,0.6,mg,,,0.06,mg,0.13,mg,4,ug,0,ug,0.14,mg,,mg,0,ug,1.2,mg,56,mg,,,2.8,mg,0.2,ug,335,mg,53,mg,6,mg,132,mg,3.7,ug,1.2,mg
2193,Guisantes en conserva,"Pea, canned",,A0705 A0731 A0825 A1006 A1233 A1281 B1338 C0158 E0150 F0014 G0014 H0148 H0367 H0749 J0123 K0017 M0175 M0204 N0042 P0024 R0001 Z0112,,,,,,,,,,,1.000000,BEDCA2,0,g,278.6,kJ,0.5,g,5.6,g,80.8,g,9.7,g,3.36,g,7.7,g,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.13,g,0.05,g,0.15,g,,,,,12,ug,0.88,mg,,,0.06,mg,0.1,mg,53,ug,0,ug,0.05,mg,8.8,mg,0,ug,0.22,mg,20,mg,,,1.5,mg,2.2,ug,150,mg,20,mg,222,mg,62,mg,0.7,ug,0.65,mg
2194,"Haba, fresca","Broad bean, fresh",Pisum sativum,A0152 A0455 A0629 A0650 A0704 A0730 A0831 B1367 C0169 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 R0212 R0497 Z0205 Z0215,,,,,,,,,,./foodimages/habas%202.jpg,1.000000,BEDCA2,0,g,239.2,kJ,0.4,g,4.6,g,82.2,g,8.6,g,4.2,g,7.8,g,0.56,g,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.04,g,0.2,g,0.05,g,,,,,78,ug,2.8,mg,,,0.09,mg,0.17,mg,42,ug,0,ug,0.06,mg,24,mg,0,ug,,mg,23,mg,,,1.7,mg,4,ug,323,mg,28,mg,120,mg,84,mg,1.4,ug,0.7,mg
2195,"Haba, frita","Broad bean, fried",,A0705 A0731 A0826 A1010 A1227 A1281 B1371 C0155 E0150 F0014 G0035 H0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,239.2,kJ,0.4,g,4.6,g,82.2,g,8.6,g,4.2,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.19,g,0.14,g,0.03,g,,,,,78,ug,4.1,mg,,,0.04,mg,0.17,mg,28.33,ug,0,ug,0.06,mg,24,mg,0,ug,0.46,mg,23,mg,,,0.9,mg,0,ug,320,mg,28,mg,20,mg,84,mg,1.4,ug,0.7,mg
2196,Judía blanca,White bean,,A0705 A0731 A0826 A1010 A1227 A1281 B1113 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,1007.8,kJ,1.6,g,21.1,g,15.5,g,34.7,g,23.2,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.18,g,0.886,g,0.53,g,,,,,388,ug,5.28,mg,,,0.117,mg,0.503,mg,67,ug,0,ug,0.409,mg,2.5,mg,0,ug,0.21,mg,113,mg,,,6.2,mg,1.8,ug,1337,mg,140,mg,15,mg,426,mg,12.8,ug,2.6,mg
2197,Judía pinta,Pinto bean,Phaseolus vulgaris,A0455 A0704 A0730 A0831 A1010 A1236 A1281 B1368 C0158 E0150 F0003 G0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0204,,,,,,,,,,,1.000000,BEDCA2,0,g,1028.44,kJ,0.83,g,23.58,g,11.77,g,35.11,g,24.9,g,,,0.54,g,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.064,g,0.457,g,0.12,g,,,,,394,ug,6.75,mg,,,0.219,mg,0.529,mg,67,ug,0,ug,0.397,mg,4.5,mg,0,ug,0.22,mg,143,mg,,,8.2,mg,2,ug,1406,mg,140,mg,24,mg,407,mg,3.2,ug,2.79,mg
2198,"Judía verde, cruda","Green been, raw",Phaseolus vulgaris l,A0705 A0731 A0826 A1010 A1227 A1281 B1371 C0155 E0150 F0003 G0003 H0003 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,0.920000,BEDCA2,0,g,115.1,kJ,0.4,g,2.2,g,90.1,g,3.7,g,2.8,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.03,g,0.2,g,0.09,g,,,,,66,ug,0.85,mg,,,0.1,mg,0.07,mg,47,ug,0,ug,0.2,mg,20,mg,0,ug,0.26,mg,39,mg,,,1,mg,3.6,ug,243,mg,25,mg,4,mg,38,mg,1.4,ug,0.2,mg
2199,"Judías blancas, cocidas","White bean, boiled",,A0705 A0731 A0826 A1010 A1227 A1281 B1113 C0155 E0150 F0022 G0014 H0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,1350.9,kJ,1.5,g,21.4,g,1,g,54.8,g,21.3,g,,,,,,,0,mg,,,,,,,,,,,,,,,,,,,,,0.08,g,0.82,g,0.21,g,,,,,316,ug,2.4,mg,,,0.17,mg,0.5,mg,0,ug,0,ug,0.42,mg,3.4,mg,0,ug,2,mg,126,mg,,,6.2,mg,1.6,ug,1160,mg,163,mg,40,mg,400,mg,0,ug,3.5,mg
2200,"Lenteja, hervida","Lentil, boiled",,A0705 A0731 A0826 A1010 A1227 A1281 B1268 C0155 E0150 F0014 G0014 H0001 J0003 K0003 M0001 N0001 P0024 R0212 Z0154,,,,,,,,,,,1.000000,BEDCA2,0,g,1385.5,kJ,1.7,g,23,g,9.3,g,54.8,g,11.2,g,,,0.39,g,,,,mg,,,,,,,,,,,,,,,,,,,,,0.3,g,0.84,g,0.23,g,,,,,34.2,ug,3,mg,,,0.22,mg,0.47,mg,5,ug,0,ug,0.7,mg,3.4,mg,0,ug,1.8,mg,70,mg,,,8.2,mg,1.5,ug,670,mg,74.8,mg,36,mg,240,mg,,ug,3.7,mg
2201,Nuez,Walnut,Juglans regia,A0703 A0730 A0824 A1004 A1236 A1282 B1290 C0165 E0150 F0003 G0003 H0003 J0003 K0003 M0003 N0003 P0024 R0001,,,,,,,,,,,1.000000,BEDCA2,0,g,2477.1,kJ,63.28,g,14,g,18.5,g,3.3,g,5.2,g,0.7,g,,,,,0,mg,0,g,0.03,g,6.25,g,2.9,g,13.13,g,36.77,g,1.48,g,0,g,0.03,g,0.04,g,12.13,g,43.7,g,7.42,g,,,,,66,ug,3.5,mg,,,0.12,mg,0.3,mg,0,ug,0,ug,0.73,mg,,mg,0,ug,0.8,mg,77,mg,,,2.3,mg,9,ug,690,mg,140,mg,3,mg,304,mg,19,ug,2.1,mg
2202,"Nuez, cruda, con cáscara","Walnut, raw, in shell",Juglans regia,A0260 A0455 A0629 A0652 A0703 A0730 A0823 B1213 C0133 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 R0212 R0497 Z0112 Z0205,,,,,,,,,,,0.450000,BEDCA2,0,g,2477.1,kJ,59,g,14,g,18.5,g,3.3,g,5.2,g,0.7,g,2.61,g,,,0,mg,0,g,0.03,g,6.25,g,2.9,g,13.13,g,36.77,g,1.48,g,0,g,0.03,g,0.04,g,12.4,g,40.23,g,6.43,g,,,,,66,ug,3.5,mg,,,0.12,mg,0.3,mg,0,ug,0,ug,0.73,mg,,mg,0,ug,0.8,mg,77,mg,,,2.3,mg,9,ug,690,mg,140,mg,3,mg,304,mg,19,ug,2.1,mg
2203,"Piñón, crudo, con cáscara","Pine nut, raw, in shell",Pinus pinea,A0260 A0730 A0824 B1596 C0133 E0150 F0003 G0003 H0003 J0001 K0001 M0001 N0001 P0024 Z0205 Z0215,,,,,,,,,,./foodimages/3188071115_bca9dc97f9_t.jpg,0.300000,BEDCA2,0,g,2842.5,kJ,68.6,g,14,g,2.74,g,3.9,g,8.5,g,,,,,,,0,mg,0,g,0,g,3.36,g,1.87,g,18.3,g,26.66,g,0.46,g,0,g,0,g,0,g,19.9,g,41.2,g,4.6,g,,,,,58,ug,6.767,mg,,,0.19,mg,0.73,mg,1.67,ug,0,ug,0.11,mg,2,mg,0,ug,13.65,mg,11,mg,,,5.6,mg,0.2,ug,780,mg,270,mg,1,mg,650,mg,2,ug,6.5,mg
2204,Pipa de calabaza,Pumpkin seeds,,A0703 A0730 A0824 A0975 A1236 A1282 B1719 C0158 E0150 F0003 G0003 H0003 J0003 K0004 M0166 N0036 P0024 R0001 Z0215,,,,,,,,,,,0.720000,BEDCA2,0,g,2510.83,kJ,47.33,g,30.23,g,5.23,g,10.71,g,6,g,,,,,,,0,mg,,,0.09,g,5.74,g,2.82,g,12.1,g,20.65,g,0.13,g,,,,,,,12.11,g,20.69,g,8.84,g,,,,,0,ug,11.4,mg,,,0.153,mg,0.273,mg,0.4,ug,0,ug,0.143,mg,1.9,mg,0,ug,2.18,mg,46,mg,,,8.82,mg,,ug,809,mg,592,mg,7,mg,1233,mg,9.4,ug,7.81,mg
2205,Pipa de girasol,Sunflower seeds,,A0703 A0730 A0824 A0975 A1236 A1282 B1547 C0158 E0150 F0003 G0003 H0003 J0003 K0004 M0166 N0036 P0024 R0001 Z0215,,,,,,,,,,,0.720000,BEDCA2,0,g,2390,kJ,43,g,27,g,7.3,g,20,g,2.7,g,17.9,g,,,,,0,mg,0,g,0.051,g,2.808,g,2.212,g,9.399,g,32.78,g,0.069,g,0,g,0,g,0,g,13.7,g,21.52,g,5.63,g,,,,,238,ug,9.1,mg,,,0.19,mg,1.6,mg,3,ug,0,ug,0.77,mg,0,mg,0,ug,37.8,mg,110,mg,,,6.4,mg,,ug,710,mg,390,mg,3,mg,651,mg,49,ug,5.1,mg
2206,"Pipas de girasol, peladas, con sal","Sunflower seeds, peeled, with salt",,A0306 A0730 A0823 B1547 C0134 E0151 F0001 G0003 H0138 H0173 J0116 J0174 K0001 M0001 N0001 P0024 Z0112 Z0205,,,,,,,,,,./foodimages/pipas-peladas.jpg,1.000000,BEDCA2,0,g,2612.45,kJ,56.8,g,17.25,g,0.9,g,12.8,g,11.5,g,,,,,,,0,mg,0,g,0.058,g,3.202,g,2.522,g,10.72,g,37.39,g,0.079,g,0,g,0,g,0,g,10.841,g,37.469,g,5.953,g,,,,,238,ug,8.181,mg,,,0.285,mg,0.325,mg,0,ug,0,ug,0.805,mg,1.4,mg,0,ug,37.8,mg,57,mg,,,6.81,mg,,ug,491,mg,129,mg,613,mg,1158,mg,62.2,ug,5.3,mg
